0.975000,0.098400,0.071600,0.118100,0.126500,0.121700,0.075300,0.114300,0.089400,0.120900
0.121600,0.973500,0.116200,0.092600,0.118700,0.104600,0.098200,0.103800,0.118500,0.099000
0.111000,0.129700,0.973500,0.081100,0.111500,0.123500,0.115500,0.086400,0.076900,0.104000
0.134500,0.094000,0.112000,0.970100,0.105100,0.086000,0.104000,0.132400,0.095400,0.092300
0.100600,0.113500,0.131800,0.111700,0.969100,0.101600,0.103500,0.109400,0.136000,0.142100
0.101200,0.072500,0.134900,0.080900,0.100200,0.967000,0.111300,0.118400,0.135500,0.093000
0.106800,0.122500,0.118900,0.095000,0.073400,0.130800,0.970500,0.075500,0.093300,0.098400
0.129200,0.063200,0.080300,0.096500,0.076500,0.084600,0.161100,0.966500,0.072300,0.110600
0.097000,0.099000,0.110200,0.178000,0.109400,0.119200,0.128700,0.119500,0.967500,0.121500
0.116700,0.098500,0.116700,0.122000,0.113100,0.098600,0.091500,0.139100,0.181900,0.970100
