0.973500,0.113000,0.092000,0.107800,0.108800,0.113600,0.094500,0.116100,0.110300,0.068000
0.948300,0.969000,0.132300,0.096500,0.118500,0.096800,0.092900,0.140600,0.104000,0.068900
0.877700,0.958400,0.967500,0.071500,0.104100,0.119700,0.095900,0.110800,0.124700,0.093900
0.742600,0.884600,0.957600,0.966700,0.113000,0.096400,0.098200,0.143200,0.131500,0.084800
0.759400,0.874100,0.942600,0.957600,0.965600,0.091900,0.086700,0.139700,0.121800,0.093300
0.678900,0.789700,0.921900,0.938900,0.953100,0.964500,0.087300,0.117700,0.113200,0.074600
0.601000,0.649500,0.848200,0.889400,0.917300,0.953000,0.967400,0.120400,0.092400,0.070500
0.580700,0.530800,0.750200,0.839300,0.865300,0.925500,0.954100,0.963000,0.080600,0.098500
0.465300,0.423300,0.634700,0.791100,0.853900,0.909800,0.939300,0.953900,0.964300,0.089400
0.407200,0.308300,0.617800,0.766600,0.802400,0.859600,0.915600,0.921000,0.945900,0.963800
