0.984400,0.096200,0.078500,0.118200,0.150400,0.087300,0.091000,0.127900,0.047100,0.082700
0.915300,0.980200,0.117200,0.084200,0.127000,0.065200,0.090000,0.119700,0.095300,0.108800
0.735400,0.889500,0.975800,0.071000,0.063600,0.086200,0.062400,0.129100,0.112300,0.111000
0.627000,0.714100,0.860300,0.977800,0.060200,0.129300,0.099800,0.089200,0.101600,0.094900
0.490200,0.534000,0.763200,0.906300,0.974800,0.086700,0.120900,0.118600,0.099600,0.126000
0.396500,0.456800,0.567300,0.678700,0.861600,0.975100,0.134000,0.106000,0.085400,0.094900
0.337000,0.281500,0.317700,0.535300,0.659900,0.875900,0.974300,0.113200,0.063100,0.087100
0.275500,0.204300,0.268200,0.350800,0.446600,0.671500,0.872400,0.974800,0.078500,0.092900
0.199600,0.154100,0.238700,0.276900,0.301600,0.415500,0.678000,0.895800,0.973500,0.096800
0.186200,0.155200,0.205600,0.228500,0.298000,0.276000,0.573200,0.692100,0.884400,0.974800
