0.965300,0.151300,0.132600,0.166200,0.110600,0.071300,0.100800,0.136000,0.058400,0.058200
0.124800,0.961700,0.106100,0.102100,0.120100,0.095900,0.108800,0.089200,0.121100,0.101700
0.103200,0.130100,0.971100,0.092200,0.065300,0.119300,0.108600,0.104400,0.084200,0.109100
0.163600,0.108000,0.127600,0.969100,0.147000,0.110200,0.099700,0.069800,0.119700,0.121500
0.111700,0.096300,0.114400,0.102100,0.961800,0.127400,0.118300,0.122400,0.071000,0.099300
0.102300,0.092100,0.099200,0.089600,0.138500,0.964200,0.129800,0.068600,0.145600,0.115600
0.105400,0.137300,0.116800,0.116900,0.084500,0.101400,0.961200,0.103500,0.089700,0.171400
0.109800,0.075400,0.114400,0.071500,0.080600,0.124900,0.210900,0.961100,0.122300,0.155600
0.084000,0.100000,0.083300,0.127300,0.074100,0.098900,0.115500,0.096000,0.961200,0.101500
0.084600,0.099200,0.105000,0.088800,0.094000,0.076600,0.112100,0.143400,0.137500,0.963900
