0.976500,0.132400,0.081500,0.070800,0.106400,0.100200,0.072000,0.100000,0.074200,0.074300
0.934800,0.973500,0.108100,0.077100,0.118200,0.073200,0.090700,0.115000,0.088500,0.093600
0.844400,0.933900,0.973800,0.082000,0.126200,0.076300,0.068800,0.119800,0.097400,0.082000
0.753900,0.844700,0.935100,0.975100,0.105100,0.084900,0.080100,0.108500,0.103500,0.094700
0.853600,0.730100,0.907600,0.950100,0.975300,0.071700,0.109800,0.145600,0.107400,0.080000
0.777500,0.659300,0.879000,0.904400,0.947700,0.974100,0.102500,0.160700,0.121200,0.090700
0.733900,0.483100,0.839800,0.851400,0.908000,0.956000,0.974500,0.127600,0.095900,0.088500
0.660800,0.482600,0.768400,0.807100,0.852400,0.910400,0.944600,0.971500,0.095700,0.099600
0.586000,0.413800,0.716800,0.725100,0.745700,0.770600,0.894500,0.921500,0.973300,0.091000
0.563000,0.363300,0.599100,0.698700,0.702200,0.702900,0.843400,0.895200,0.940500,0.974100
