0.976100,0.092800,0.067500,0.116600,0.130200,0.098500,0.063400,0.105600,0.045300,0.095100
0.915600,0.973100,0.081300,0.112600,0.107700,0.078600,0.083300,0.161700,0.066400,0.099700
0.776300,0.927800,0.973300,0.079200,0.088600,0.078700,0.072900,0.158600,0.122400,0.077700
0.686100,0.869600,0.948300,0.973700,0.085100,0.094200,0.085500,0.120700,0.117100,0.074700
0.712500,0.770000,0.860100,0.957100,0.974900,0.093600,0.103200,0.139600,0.142700,0.091000
0.655900,0.676100,0.778300,0.870500,0.945000,0.977000,0.100200,0.111200,0.150800,0.084200
0.737500,0.586200,0.768900,0.869400,0.915700,0.948400,0.975000,0.091200,0.125000,0.097600
0.702500,0.510400,0.692200,0.803800,0.835800,0.911000,0.951600,0.976700,0.107600,0.091800
0.591500,0.423600,0.669100,0.698500,0.730900,0.847900,0.916600,0.936700,0.975900,0.095300
0.535100,0.410700,0.618300,0.645300,0.709000,0.806400,0.880800,0.889800,0.949900,0.976600
