0.982500,0.113500,0.091300,0.109600,0.191000,0.102200,0.054900,0.113200,0.046300,0.087600
0.917400,0.977800,0.129300,0.098700,0.106800,0.071300,0.100000,0.139700,0.081900,0.103100
0.659400,0.923400,0.976100,0.113100,0.098500,0.082600,0.138100,0.105700,0.134000,0.085400
0.429400,0.689600,0.917500,0.974100,0.096500,0.101500,0.073200,0.098600,0.103900,0.115500
0.301800,0.489800,0.751700,0.938600,0.977200,0.090100,0.092800,0.097100,0.092900,0.097000
0.286900,0.356200,0.501600,0.688700,0.911600,0.971200,0.106500,0.104700,0.098300,0.092200
0.220900,0.318500,0.370400,0.527800,0.720200,0.928500,0.972000,0.111900,0.061600,0.082300
0.181400,0.163100,0.357700,0.338000,0.583700,0.616300,0.894300,0.970300,0.074800,0.098900
0.153400,0.173500,0.266700,0.380100,0.459400,0.356400,0.634900,0.930600,0.968300,0.133600
0.137200,0.133300,0.209200,0.327000,0.293100,0.218600,0.422700,0.678200,0.878700,0.968700
