0.972700,0.084300,0.080100,0.104000,0.122500,0.051500,0.087700,0.107700,0.086800,0.071600
0.863300,0.972100,0.101200,0.083500,0.124700,0.079200,0.092100,0.123000,0.106100,0.108300
0.338600,0.753400,0.971900,0.097200,0.105900,0.130400,0.120600,0.107900,0.107100,0.107200
0.222300,0.287600,0.687400,0.972400,0.120800,0.101300,0.094600,0.106200,0.098300,0.101500
0.141500,0.169300,0.208500,0.687900,0.973700,0.113400,0.111300,0.120600,0.106400,0.131400
0.118200,0.109900,0.130400,0.239400,0.669700,0.974000,0.105800,0.118700,0.102900,0.107100
0.105600,0.117900,0.131600,0.141200,0.143600,0.621900,0.975200,0.091900,0.095700,0.110700
0.101500,0.057600,0.116100,0.102500,0.104300,0.168800,0.807700,0.973800,0.076300,0.116000
0.098700,0.090600,0.117400,0.098300,0.108700,0.116700,0.169600,0.666100,0.974500,0.105900
0.097400,0.088600,0.094900,0.109200,0.098100,0.087200,0.112500,0.224500,0.555100,0.972600
