0.975600,0.090500,0.079100,0.116300,0.124100,0.085500,0.076100,0.107600,0.076400,0.097600
0.812500,0.973100,0.107500,0.106500,0.118400,0.101800,0.092000,0.108300,0.104900,0.116100
0.523700,0.784900,0.973000,0.076900,0.106700,0.109300,0.098400,0.100000,0.120300,0.107100
0.268400,0.259000,0.734700,0.974600,0.111500,0.100000,0.088200,0.103800,0.115200,0.101700
0.193800,0.185700,0.382200,0.808400,0.974800,0.116400,0.106600,0.132500,0.105200,0.109400
0.133700,0.117400,0.171400,0.367500,0.775800,0.974800,0.107300,0.107100,0.127200,0.109200
0.120200,0.112900,0.132100,0.186800,0.402800,0.818000,0.975100,0.083700,0.110000,0.108100
0.109300,0.095100,0.089400,0.103300,0.161200,0.338500,0.861200,0.974000,0.079600,0.117600
0.098000,0.114600,0.088000,0.098100,0.135500,0.166200,0.285600,0.748900,0.974800,0.130500
0.092700,0.107600,0.094800,0.108200,0.116500,0.129100,0.151600,0.255400,0.725700,0.975500
