0.974700,0.113900,0.082300,0.119400,0.111700,0.105400,0.063700,0.110700,0.075900,0.076600
0.951500,0.971500,0.111500,0.125000,0.123300,0.105700,0.093200,0.138400,0.102600,0.096300
0.873400,0.957000,0.968600,0.117300,0.103900,0.125800,0.092800,0.131600,0.108200,0.092600
0.832400,0.917100,0.953400,0.969900,0.111500,0.109700,0.103700,0.152200,0.115700,0.096500
0.768700,0.870400,0.933800,0.959800,0.966100,0.089000,0.142200,0.158100,0.113000,0.095700
0.701000,0.819600,0.902300,0.945500,0.959100,0.967600,0.126900,0.145900,0.100700,0.096500
0.611500,0.664100,0.827800,0.934300,0.936400,0.956400,0.965500,0.129800,0.079500,0.102400
0.492900,0.528500,0.807100,0.911200,0.908400,0.934600,0.952800,0.966600,0.066300,0.105100
0.409800,0.390400,0.719400,0.796300,0.855200,0.903200,0.941600,0.948600,0.966600,0.120200
0.373000,0.272300,0.620800,0.783900,0.807900,0.786500,0.911800,0.922900,0.956000,0.962500
