0.980700,0.129100,0.085600,0.135800,0.145400,0.046500,0.099000,0.106200,0.108700,0.104200
0.860000,0.977200,0.126300,0.122300,0.130800,0.073500,0.074700,0.120700,0.124000,0.137400
0.683400,0.757600,0.973800,0.116400,0.105400,0.132400,0.102400,0.153500,0.091300,0.138400
0.435500,0.475100,0.751000,0.974800,0.122300,0.092300,0.081300,0.127200,0.121700,0.084100
0.432600,0.433400,0.665100,0.880500,0.975200,0.083500,0.099700,0.127900,0.137600,0.147300
0.396100,0.331300,0.360200,0.632900,0.878400,0.971700,0.113900,0.125600,0.106600,0.113800
0.294400,0.217400,0.205200,0.452100,0.677800,0.898700,0.969500,0.102300,0.086800,0.121500
0.215100,0.170400,0.175300,0.404100,0.366300,0.644000,0.868200,0.968500,0.079400,0.115000
0.120500,0.189900,0.164700,0.282500,0.308900,0.408000,0.658500,0.802200,0.969500,0.082400
0.140400,0.189000,0.165600,0.219900,0.287500,0.210600,0.502200,0.656000,0.916400,0.967600
