0.980900,0.087600,0.079000,0.175400,0.106200,0.076600,0.096000,0.107700,0.058500,0.099200
0.106200,0.978500,0.124200,0.097500,0.120400,0.100100,0.091800,0.098000,0.110000,0.088300
0.104000,0.165100,0.973200,0.074100,0.097800,0.099300,0.127300,0.104200,0.110400,0.104900
0.107600,0.092200,0.114600,0.974300,0.101300,0.094200,0.092700,0.129000,0.076000,0.092200
0.098800,0.103200,0.099500,0.137000,0.973000,0.082600,0.085900,0.083500,0.122300,0.098800
0.099600,0.070900,0.132100,0.118100,0.131300,0.970700,0.104900,0.103200,0.091600,0.062600
0.118700,0.117100,0.107800,0.099800,0.075500,0.192800,0.964400,0.083500,0.099400,0.087400
0.110700,0.072500,0.077300,0.112400,0.089000,0.092000,0.277700,0.966300,0.062900,0.102100
0.095900,0.085000,0.105100,0.120100,0.100200,0.079100,0.141000,0.119700,0.966400,0.121300
0.072200,0.098800,0.090200,0.095100,0.114100,0.086600,0.070200,0.115100,0.205600,0.963100
