0.980400,0.105300,0.106600,0.117000,0.164300,0.138600,0.089900,0.105800,0.067600,0.108700
0.920000,0.978000,0.132500,0.081300,0.113700,0.082900,0.120300,0.126200,0.076800,0.071500
0.628600,0.831400,0.976000,0.095500,0.116000,0.107500,0.106800,0.086600,0.105200,0.091900
0.450300,0.472000,0.765300,0.973200,0.097200,0.086400,0.120100,0.135300,0.095400,0.090600
0.370500,0.286800,0.529800,0.867500,0.972000,0.073200,0.123300,0.128800,0.108300,0.086200
0.275600,0.251300,0.351500,0.538500,0.804000,0.972200,0.110800,0.126400,0.103700,0.125900
0.307900,0.156600,0.232500,0.336500,0.448500,0.826700,0.972100,0.114900,0.082500,0.122900
0.260900,0.118900,0.171800,0.171600,0.185800,0.377100,0.845300,0.973600,0.089000,0.141400
0.145600,0.108200,0.126700,0.094300,0.161900,0.161200,0.324200,0.727800,0.971200,0.126900
0.187300,0.093100,0.116600,0.120200,0.170400,0.183300,0.150600,0.339000,0.863700,0.969700
