0.980600,0.096700,0.104200,0.136300,0.166200,0.098300,0.087900,0.148900,0.053500,0.082000
0.880400,0.974900,0.115400,0.081500,0.120500,0.083100,0.094300,0.118800,0.114600,0.108300
0.683500,0.927800,0.972400,0.099000,0.085400,0.116900,0.121000,0.119000,0.128700,0.109800
0.585700,0.576000,0.913000,0.973300,0.090900,0.089900,0.096900,0.117400,0.100900,0.094200
0.413300,0.573100,0.737700,0.887000,0.972300,0.094500,0.111000,0.114900,0.124700,0.119400
0.185300,0.252300,0.526200,0.584300,0.896900,0.965800,0.120600,0.111600,0.101000,0.088700
0.192400,0.195700,0.358900,0.656400,0.793700,0.882400,0.970700,0.094200,0.094300,0.109800
0.169500,0.187900,0.269000,0.507500,0.609000,0.707700,0.885200,0.967700,0.064100,0.122100
0.125500,0.181900,0.238400,0.353400,0.351900,0.319700,0.464700,0.841600,0.969200,0.122700
0.130300,0.106100,0.140600,0.258900,0.313900,0.297400,0.454900,0.628700,0.904200,0.963500
